Overlap: Prior - Group average,Overlap: Prior - Cross-scan variability,Overlap: Prior - BOLD mean,Avg.: BOLD mean,Overlap: Prior - BOLDsd,Avg.: BOLDsd,Overlap: Prior - CRsd,Avg.: CRsd,Overlap: Prior - Mean FD,Avg.: Mean FD,Overlap: Prior - tDOF,Avg.: tDOF
0.8176744186046512,0.18511627906976744,0.056364199442551874,-0.020188776824384996,0.0912396694214876,0.2916248152353045,0.08591282375236892,0.134738458935253,0.0693498452012384,0.03592333602530665,0.08307501549907005,0.0851345413588162
