Overlap: Prior - Group average,Overlap: Prior - Cross-scan variability,Overlap: Prior - BOLD mean,Avg.: BOLD mean,Overlap: Prior - BOLDsd,Avg.: BOLDsd,Overlap: Prior - CRsd,Avg.: CRsd,Overlap: Prior - Mean FD,Avg.: Mean FD,Overlap: Prior - tDOF,Avg.: tDOF
0.4838963079340141,0.04954128440366973,0.050981541166129504,0.08247838578266864,0.03383214053350683,0.13695603744302856,0.0251414204902577,0.0645545245899236,0.08141025641025641,0.15787523939195774,0.05815733088460361,-0.058176842549500285
