Overlap: Prior - Group average,Overlap: Prior - Cross-scan variability,Overlap: Prior - BOLD mean,Avg.: BOLD mean,Overlap: Prior - BOLDsd,Avg.: BOLDsd,Overlap: Prior - CRsd,Avg.: CRsd,Overlap: Prior - Mean FD,Avg.: Mean FD,Overlap: Prior - tDOF,Avg.: tDOF
0.4576271186440678,0.061467889908256884,0.04506732618851333,0.04196845779962154,0.03813984610237538,0.14444187128206246,0.026832460732984294,0.05896428205802801,0.052359208523592084,0.08813785813180955,0.04992295839753467,-0.09147790152627878
