Overlap: Prior - Group average,Overlap: Prior - Cross-scan variability,Overlap: Prior - BOLD mean,Avg.: BOLD mean,Overlap: Prior - BOLDsd,Avg.: BOLDsd,Overlap: Prior - CRsd,Avg.: CRsd,Overlap: Prior - Mean FD,Avg.: Mean FD,Overlap: Prior - tDOF,Avg.: tDOF
0.5920826161790017,0.03808639108221087,0.0550061804697157,0.06885457882836854,0.08516047028916428,0.1811434429386421,0.07061197041022192,0.09363575842817172,0.06008052028491793,0.0432621073942514,0.0593090797921125,-0.008770251534063373
