scan ID,QC inclusion?,Component variance,Component variance - outlier?,Dice overlap,Dice overlap - outlier?,DR confound corr.,DR confound corr. - outlier?,$CR_{SD}$,$CR_{SD}$ - outlier?,mean FD,mean FD - outlier?,tDOF,tDOF - outlier?
sub-1_ses-1_bold,True,11.842357180540832,False,0.5917001338688086,False,0.10398928898108675,False,0.41757053225362,False,0.005069006385376456,False,429,False
sub-2_ses-1_bold,True,13.733615261525678,False,0.56,False,0.09637665479955641,False,0.4984724745358952,False,0.006439108622290847,False,414,False
sub-3_ses-1_bold,True,11.945002926757722,False,0.5643397813288478,False,0.12196390060373341,False,0.4352960810966357,False,0.006668559213784658,False,396,True
sub-5_ses-1_bold,True,15.09977106143052,True,0.5879332477535302,False,0.15650637741271733,True,0.5357058926302375,False,0.005866894475429406,False,418,False
sub-6_ses-1_bold,True,13.121871750561805,False,0.627906976744186,False,0.10330239253350827,False,0.5134028406344725,False,0.005460365828527054,False,427,False
sub-7_ses-1_bold,True,11.652374569586943,False,0.5528255528255528,False,0.11203950759910691,False,0.4568536865250575,False,0.005468078165697386,False,418,False
sub-8_ses-1_bold,True,11.476698848695868,False,0.5505050505050505,False,0.09131255349963115,False,0.4528192425917281,False,0.005594742592881839,False,418,False
