Overlap: Prior - Group average,Overlap: Prior - Cross-scan variability,Overlap: Prior - BOLD mean,Avg.: BOLD mean,Overlap: Prior - BOLDsd,Avg.: BOLDsd,Overlap: Prior - CRsd,Avg.: CRsd,Overlap: Prior - Mean FD,Avg.: Mean FD,Overlap: Prior - tDOF,Avg.: tDOF
0.6675824175824175,0.20343706456107757,0.04824851288830139,0.007642505941213443,0.25082995204721503,0.5362853455971814,0.2091798344620015,0.41139264580382456,0.01892744479495268,0.0013003705275607413,0.04082914572864322,0.01892623903098665
