Overlap: Prior - Group average,Overlap: Prior - Cross-scan variability,Overlap: Prior - BOLD mean,Avg.: BOLD mean,Overlap: Prior - BOLDsd,Avg.: BOLDsd,Overlap: Prior - CRsd,Avg.: CRsd,Overlap: Prior - Mean FD,Avg.: Mean FD,Overlap: Prior - tDOF,Avg.: tDOF
0.5377100429855413,0.26788990825688075,0.058577405857740586,-0.0391502883784553,0.1658144631117604,0.35596578046666316,0.1711777615215801,0.28826298332484246,0.02298136645962733,-0.04414894616313857,0.0228310502283105,-0.018071782174949518
