Overlap: Prior - Group average,Overlap: Prior - Cross-scan variability,Overlap: Prior - BOLD mean,Avg.: BOLD mean,Overlap: Prior - BOLDsd,Avg.: BOLDsd,Overlap: Prior - CRsd,Avg.: CRsd,Overlap: Prior - Mean FD,Avg.: Mean FD,Overlap: Prior - tDOF,Avg.: tDOF
0.7909133055169216,0.5479069767441861,0.03848209513629075,-0.081543901780191,0.40854911631730373,0.5888799435923783,0.4104912572855953,0.5037617260615115,0.029531888155827836,0.10998986389333947,0.02962962962962963,-0.10494357677519525
