Overlap: Prior - Group average,Overlap: Prior - Cross-scan variability,Overlap: Prior - BOLD mean,Avg.: BOLD mean,Overlap: Prior - BOLDsd,Avg.: BOLDsd,Overlap: Prior - CRsd,Avg.: CRsd,Overlap: Prior - Mean FD,Avg.: Mean FD,Overlap: Prior - tDOF,Avg.: tDOF
0.6039387308533917,0.1096144914073386,0.038157894736842106,0.024700064270269426,0.22158065680259834,0.4781931818475706,0.2260144103147516,0.3952224837003173,0.02857142857142857,0.10186936935432596,0.037917737789203085,-0.04589177795288853
