Overlap: Prior - Group average,Overlap: Prior - Cross-scan variability,Overlap: Prior - BOLD mean,Avg.: BOLD mean,Overlap: Prior - BOLDsd,Avg.: BOLDsd,Overlap: Prior - CRsd,Avg.: CRsd,Overlap: Prior - Mean FD,Avg.: Mean FD,Overlap: Prior - tDOF,Avg.: tDOF
0.5245117576723795,0.13761467889908258,0.0639488409272582,-0.027819485043595,0.16214233308877476,0.3145940742811205,0.17482771128037722,0.2501331202667588,0.027672955974842768,0.0591450869706213,0.03082978025582158,-0.061189355080811095
